brand;country;currency;customers_per_day;outlet_id;week_id;weekday;sales_per_day
MediaMarkt;switzerland;CHF;1355.0;408.0;14.0;wed;56530.16
Saturn;italy;EURO;486.0;582.0;31.0;tue;52446.91
MediaMarkt;netherlands;EURO;394.0;694.0;28.0;thu;58888.74
MediaMarkt;austria;EURO;526.0;334.0;51.0;thu;56306.44
Saturn;spain;EURO;285.0;187.0;24.0;mon;52436.37
MediaMarkt;italy;EURO;2002.0;598.0;13.0;fri;61428.25
MediaMarkt;greece;EURO;197.0;255.0;38.0;mon;55618.27
MediaMarkt;switzerland;CHF;1838.0;408.0;35.0;fri;63283.97
MediaMarkt;germany;EURO;0.0;14.0;15.0;sun;0.0
MediaMarkt;spain;EURO;1107.0;106.0;18.0;wed;56515.91
MediaMarkt;germany;EURO;579.0;59.0;24.0;tue;49669.05
MediaMarkt;switzerland;CHF;1567.0;421.0;9.0;wed;66296.61
MediaMarkt;germany;EURO;426.0;74.0;13.0;tue;45656.74
MediaMarkt;italy;EURO;433.0;598.0;47.0;tue;45824.3
MediaMarkt;germany;EURO;1857.0;99.0;26.0;fri;58651.98
MediaMarkt;germany;EURO;838.0;74.0;50.0;tue;55919.46
MediaMarkt;netherlands;EURO;280.0;694.0;25.0;mon;51163.66
MediaMarkt;austria;EURO;0.0;363.0;16.0;sun;0.0
MediaMarkt;greece;EURO;1737.0;222.0;52.0;wed;72814.08
Saturn;greece;EURO;951.0;298.0;3.0;wed;63189.22
MediaMarkt;greece;EURO;487.0;222.0;37.0;tue;46781.79
MediaMarkt;switzerland;CHF;0.0;477.0;43.0;sun;0.0
Saturn;italy;EURO;419.0;588.0;29.0;tue;53366.9
MediaMarkt;germany;EURO;211.0;74.0;30.0;mon;50441.27
MediaMarkt;italy;EURO;0.0;530.0;49.0;sun;0.0
MediaMarkt;germany;EURO;2122.0;52.0;10.0;sat;67932.18
MediaMarkt;germany;EURO;2567.0;70.0;50.0;sat;70111.39
MediaMarkt;switzerland;CHF;1577.0;421.0;29.0;fri;52599.51
Saturn;netherlands;EURO;1444.0;601.0;44.0;wed;61077.44
Saturn;spain;EURO;2757.0;108.0;49.0;sat;71418.28
MediaMarkt;netherlands;EURO;1773.0;608.0;46.0;fri;63365.72
MediaMarkt;germany;EURO;351.0;52.0;21.0;tue;52679.21
MediaMarkt;greece;EURO;0.0;255.0;14.0;sun;0.0
MediaMarkt;greece;EURO;433.0;255.0;19.0;tue;51991.5
MediaMarkt;spain;EURO;0.0;142.0;20.0;sun;0.0
MediaMarkt;austria;EURO;1290.0;399.0;14.0;wed;58604.41
MediaMarkt;germany;EURO;258.0;79.0;31.0;mon;59778.24
MediaMarkt;italy;EURO;387.0;555.0;30.0;thu;60959.43
MediaMarkt;germany;EURO;849.0;56.0;39.0;wed;56320.38
MediaMarkt;germany;EURO;319.0;14.0;2.0;tue;56216.66
MediaMarkt;italy;EURO;0.0;555.0;30.0;sun;0.0
MediaMarkt;germany;EURO;409.0;56.0;8.0;mon;56199.97
MediaMarkt;germany;EURO;0.0;59.0;10.0;sun;0.0
MediaMarkt;germany;EURO;525.0;79.0;4.0;tue;48030.66
MediaMarkt;germany;EURO;2094.0;74.0;22.0;sat;70805.73
MediaMarkt;germany;EURO;406.0;56.0;41.0;tue;56875.72
MediaMarkt;italy;EURO;2241.0;555.0;11.0;fri;65555.52
Saturn;germany;EURO;441.0;17.0;9.0;thu;66250.65
MediaMarkt;austria;EURO;348.0;363.0;27.0;tue;55028.79
MediaMarkt;germany;EURO;1220.0;97.0;32.0;wed;66525.44
MediaMarkt;germany;EURO;392.0;56.0;9.0;mon;61014.18
MediaMarkt;germany;EURO;296.0;59.0;27.0;thu;62119.99
Saturn;spain;EURO;582.0;112.0;25.0;tue;52614.36
MediaMarkt;austria;EURO;2935.0;363.0;44.0;sat;75712.08
Saturn;spain;EURO;297.0;187.0;15.0;tue;55306.11
MediaMarkt;spain;EURO;489.0;164.0;8.0;thu;47964.57
Saturn;netherlands;EURO;2057.0;601.0;42.0;fri;67953.66
MediaMarkt;spain;EURO;513.0;106.0;5.0;thu;55022.17
MediaMarkt;germany;EURO;376.0;95.0;46.0;mon;56991.47
Saturn;austria;EURO;497.0;333.0;51.0;mon;51750.98
Saturn;italy;EURO;787.0;588.0;33.0;wed;57541.44
Saturn;greece;EURO;2190.0;298.0;33.0;fri;61054.57
MediaMarkt;germany;EURO;0.0;79.0;9.0;sun;0.0
MediaMarkt;spain;EURO;0.0;106.0;39.0;sun;0.0
MediaMarkt;netherlands;EURO;2952.0;652.0;36.0;sat;76726.33
Saturn;greece;EURO;0.0;251.0;28.0;sun;0.0
Saturn;greece;EURO;196.0;251.0;26.0;mon;53738.39
MediaMarkt;germany;EURO;574.0;70.0;50.0;thu;57390.36
MediaMarkt;austria;EURO;509.0;334.0;50.0;thu;58137.75
MediaMarkt;switzerland;CHF;0.0;421.0;16.0;sun;0.0
Saturn;germany;EURO;2155.0;17.0;44.0;fri;61734.85
Saturn;germany;EURO;2222.0;81.0;27.0;sat;74377.71
Saturn;greece;EURO;2490.0;298.0;16.0;sat;72648.12
MediaMarkt;spain;EURO;2135.0;142.0;24.0;sat;66729.27
MediaMarkt;spain;EURO;426.0;164.0;21.0;tue;47794.34
Saturn;germany;EURO;434.0;86.0;33.0;thu;63636.44
MediaMarkt;germany;EURO;0.0;99.0;36.0;sun;0.0
MediaMarkt;austria;EURO;355.0;339.0;22.0;thu;61254.57
MediaMarkt;spain;EURO;1525.0;106.0;48.0;wed;65314.31
Saturn;spain;EURO;433.0;112.0;4.0;thu;54683.44
Saturn;germany;EURO;410.0;51.0;51.0;mon;59257.34
MediaMarkt;austria;EURO;1750.0;363.0;52.0;wed;70417.91
MediaMarkt;germany;EURO;604.0;14.0;2.0;thu;63607.6
MediaMarkt;germany;EURO;342.0;59.0;12.0;thu;58485.09
Saturn;greece;EURO;2387.0;251.0;9.0;sat;76543.77
MediaMarkt;austria;EURO;1511.0;399.0;8.0;wed;61087.27
MediaMarkt;austria;EURO;0.0;342.0;17.0;sun;0.0
MediaMarkt;spain;EURO;338.0;142.0;33.0;mon;54093.96
Saturn;greece;EURO;393.0;251.0;5.0;tue;49835.54
MediaMarkt;germany;EURO;441.0;97.0;48.0;tue;59642.31
MediaMarkt;austria;EURO;1154.0;339.0;29.0;wed;64675.47
MediaMarkt;italy;EURO;325.0;551.0;37.0;thu;56916.58
MediaMarkt;netherlands;EURO;0.0;645.0;43.0;sun;0.0
MediaMarkt;germany;EURO;2173.0;74.0;18.0;fri;64287.52
MediaMarkt;netherlands;EURO;0.0;608.0;30.0;sun;0.0
Saturn;germany;EURO;1677.0;51.0;41.0;sat;73025.47
Saturn;austria;EURO;564.0;301.0;10.0;tue;41872.2
MediaMarkt;spain;EURO;2452.0;142.0;3.0;fri;63753.87
MediaMarkt;italy;EURO;2394.0;598.0;51.0;sat;76269.53
Saturn;netherlands;EURO;240.0;698.0;31.0;mon;61448.73
MediaMarkt;greece;EURO;2692.0;255.0;27.0;sat;77273.29
Saturn;germany;EURO;1050.0;17.0;33.0;wed;57955.49
Saturn;spain;EURO;0.0;187.0;14.0;sun;0.0
MediaMarkt;austria;EURO;2793.0;339.0;48.0;fri;69565.48
MediaMarkt;italy;EURO;2224.0;530.0;35.0;fri;63234.61
Saturn;germany;EURO;2924.0;81.0;42.0;sat;77997.08
MediaMarkt;germany;EURO;228.0;95.0;43.0;mon;54162.82
MediaMarkt;greece;EURO;3080.0;234.0;9.0;sat;69873.84
Saturn;germany;EURO;321.0;86.0;40.0;thu;59123.86
MediaMarkt;netherlands;EURO;2469.0;645.0;52.0;sat;78531.72
MediaMarkt;italy;EURO;214.0;509.0;16.0;mon;49941.97
MediaMarkt;netherlands;EURO;256.0;652.0;28.0;mon;53723.49
MediaMarkt;italy;EURO;2111.0;551.0;20.0;sat;61317.27
Saturn;netherlands;EURO;377.0;601.0;8.0;thu;48593.59
MediaMarkt;austria;EURO;386.0;342.0;44.0;mon;56718.78
MediaMarkt;germany;EURO;756.0;74.0;49.0;thu;61842.01
MediaMarkt;italy;EURO;537.0;551.0;2.0;tue;53879.72
MediaMarkt;netherlands;EURO;896.0;608.0;21.0;wed;70385.22
MediaMarkt;germany;EURO;466.0;59.0;33.0;thu;63406.02
MediaMarkt;austria;EURO;874.0;334.0;36.0;wed;61704.22
MediaMarkt;italy;EURO;372.0;598.0;49.0;mon;55679.69
MediaMarkt;italy;EURO;554.0;509.0;7.0;tue;52913.6
MediaMarkt;greece;EURO;291.0;222.0;24.0;mon;52445.87
MediaMarkt;germany;EURO;602.0;52.0;16.0;thu;58776.16
MediaMarkt;austria;EURO;541.0;399.0;8.0;thu;62216.94
MediaMarkt;greece;EURO;261.0;240.0;23.0;mon;47086.31
MediaMarkt;germany;EURO;1693.0;59.0;31.0;fri;62946.78
Saturn;austria;EURO;1131.0;333.0;14.0;fri;60586.15
MediaMarkt;germany;EURO;0.0;79.0;8.0;sun;0.0
MediaMarkt;greece;EURO;2502.0;240.0;28.0;fri;62150.05
MediaMarkt;germany;EURO;337.0;95.0;10.0;tue;43780.68
MediaMarkt;germany;EURO;520.0;52.0;40.0;thu;60616.15
MediaMarkt;switzerland;CHF;835.0;408.0;20.0;wed;54436.51
Saturn;austria;EURO;326.0;333.0;39.0;mon;58554.63
MediaMarkt;spain;EURO;2097.0;142.0;52.0;fri;59594.71
MediaMarkt;greece;EURO;1545.0;234.0;38.0;fri;54135.7
MediaMarkt;germany;EURO;1033.0;74.0;38.0;wed;60646.62
MediaMarkt;austria;EURO;0.0;363.0;9.0;sun;0.0
MediaMarkt;netherlands;EURO;444.0;608.0;45.0;thu;55504.48
MediaMarkt;netherlands;EURO;1538.0;652.0;3.0;sat;68377.55
MediaMarkt;germany;EURO;1886.0;52.0;14.0;sat;66292.05
Saturn;austria;EURO;0.0;333.0;9.0;sun;0.0
MediaMarkt;austria;EURO;557.0;339.0;34.0;tue;64384.19
MediaMarkt;italy;EURO;2336.0;530.0;52.0;wed;69329.98
MediaMarkt;greece;EURO;236.0;240.0;46.0;mon;46949.68
MediaMarkt;austria;EURO;0.0;363.0;12.0;sun;0.0
Saturn;germany;EURO;0.0;17.0;33.0;sun;0.0
MediaMarkt;germany;EURO;1645.0;95.0;49.0;wed;76723.92
Saturn;germany;EURO;481.0;86.0;22.0;thu;60912.36
MediaMarkt;germany;EURO;372.0;70.0;14.0;thu;57893.49
Saturn;spain;EURO;3016.0;187.0;33.0;sat;72582.75
MediaMarkt;italy;EURO;1654.0;551.0;52.0;wed;69825.18
Saturn;greece;EURO;344.0;251.0;41.0;mon;50791.9
MediaMarkt;austria;EURO;0.0;363.0;32.0;sun;0.0
MediaMarkt;italy;EURO;1892.0;509.0;11.0;fri;61601.18
MediaMarkt;germany;EURO;1248.0;99.0;43.0;wed;64658.06
MediaMarkt;austria;EURO;2465.0;363.0;33.0;fri;58845.88
MediaMarkt;switzerland;CHF;2720.0;477.0;7.0;sat;66087.04
MediaMarkt;italy;EURO;2401.0;551.0;16.0;sat;75794.97
MediaMarkt;germany;EURO;555.0;99.0;14.0;thu;49783.98
MediaMarkt;austria;EURO;1406.0;363.0;34.0;fri;55303.8
Saturn;greece;EURO;1694.0;298.0;6.0;sat;70880.42
MediaMarkt;netherlands;EURO;593.0;694.0;38.0;tue;55926.95
Saturn;greece;EURO;0.0;251.0;42.0;sun;0.0
Saturn;netherlands;EURO;1556.0;698.0;30.0;N/A;54082.34
MediaMarkt;netherlands;EURO;485.0;694.0;26.0;thu;57558.09
MediaMarkt;germany;EURO;0.0;59.0;35.0;sun;0.0
Saturn;austria;EURO;328.0;301.0;20.0;mon;54198.72
MediaMarkt;germany;EURO;0.0;52.0;14.0;sun;0.0
MediaMarkt;italy;EURO;2525.0;555.0;51.0;sat;79065.16
Saturn;germany;EURO;227.0;51.0;46.0;mon;57742.17
Saturn;italy;EURO;1522.0;582.0;6.0;fri;64832.77
MediaMarkt;netherlands;EURO;469.0;694.0;18.0;thu;58068.68
Saturn;spain;EURO;0.0;108.0;40.0;sun;0.0
MediaMarkt;germany;EURO;594.0;79.0;25.0;thu;60339.73
MediaMarkt;germany;EURO;315.0;56.0;33.0;thu;
MediaMarkt;greece;EURO;4640.0;255.0;51.0;sat;87823.93
MediaMarkt;spain;EURO;2187.0;142.0;49.0;wed;63744.35
MediaMarkt;germany;EURO;2530.0;70.0;23.0;sat;75502.25
MediaMarkt;italy;EURO;303.0;555.0;25.0;mon;57794.7
MediaMarkt;greece;EURO;230.0;234.0;46.0;mon;56236.63
Saturn;italy;EURO;939.0;588.0;52.0;tue;58893.98
MediaMarkt;spain;EURO;2083.0;106.0;38.0;fri;53523.42
MediaMarkt;greece;EURO;2071.0;240.0;44.0;sat;74820.92
MediaMarkt;italy;EURO;1669.0;555.0;25.0;fri;55181.27
MediaMarkt;netherlands;EURO;314.0;645.0;27.0;thu;58874.81
MediaMarkt;austria;EURO;434.0;363.0;17.0;thu;59933.7
MediaMarkt;germany;EURO;606.0;14.0;15.0;thu;53732.93
MediaMarkt;italy;EURO;1052.0;598.0;30.0;wed;53668.22
Saturn;italy;EURO;1941.0;588.0;21.0;fri;70215.43
Saturn;germany;EURO;205.0;86.0;15.0;mon;48541.48
MediaMarkt;netherlands;EURO;0.0;645.0;49.0;sun;0.0
Saturn;italy;EURO;2490.0;588.0;39.0;sat;73574.12
MediaMarkt;germany;EURO;543.0;74.0;43.0;thu;57479.2
Saturn;austria;EURO;1196.0;333.0;36.0;wed;64183.6
Saturn;spain;EURO;237.0;112.0;30.0;mon;56018.22
MediaMarkt;greece;EURO;1654.0;234.0;42.0;sat;72349.7
MediaMarkt;spain;EURO;0.0;106.0;1.0;sun;0.0
MediaMarkt;netherlands;EURO;392.0;645.0;27.0;tue;43184.92
MediaMarkt;switzerland;CHF;0.0;408.0;10.0;sun;0.0
Saturn;italy;EURO;0.0;588.0;32.0;sun;0.0
MediaMarkt;italy;EURO;1143.0;509.0;23.0;wed;62031.27
MediaMarkt;austria;EURO;0.0;399.0;47.0;sun;0.0
Saturn;germany;EURO;543.0;51.0;3.0;thu;49831.5
MediaMarkt;netherlands;EURO;404.0;645.0;38.0;tue;50422.97
Saturn;germany;EURO;312.0;81.0;24.0;mon;55777.13
Saturn;spain;EURO;0.0;187.0;48.0;sun;0.0
MediaMarkt;germany;EURO;347.0;52.0;41.0;mon;50730.8
MediaMarkt;spain;EURO;562.0;164.0;51.0;thu;56865.06
MediaMarkt;italy;EURO;2347.0;555.0;15.0;fri;59584.62
MediaMarkt;italy;EURO;0.0;551.0;24.0;sun;0.0
Saturn;greece;EURO;2971.0;298.0;34.0;sat;82227.53
MediaMarkt;greece;EURO;1488.0;234.0;37.0;fri;57616.75
MediaMarkt;switzerland;CHF;491.0;477.0;38.0;thu;59409.37
MediaMarkt;germany;EURO;2754.0;79.0;18.0;sat;73551.13
Saturn;italy;EURO;754.0;588.0;48.0;thu;60184.57
MediaMarkt;germany;EURO;309.0;79.0;8.0;mon;47338.0
MediaMarkt;austria;EURO;283.0;399.0;32.0;mon;53935.82
MediaMarkt;germany;EURO;2451.0;59.0;6.0;sat;71741.38
MediaMarkt;germany;EURO;416.0;56.0;38.0;tue;47957.79
MediaMarkt;italy;EURO;485.0;598.0;47.0;mon;63560.22
MediaMarkt;germany;EURO;1149.0;14.0;28.0;fri;57880.34
MediaMarkt;greece;EURO;535.0;222.0;48.0;mon;59388.66
Saturn;austria;EURO;505.0;333.0;44.0;tue;47981.48
MediaMarkt;germany;EURO;492.0;74.0;45.0;thu;61303.9
MediaMarkt;greece;EURO;1696.0;255.0;48.0;wed;66896.77
Saturn;germany;EURO;1854.0;17.0;47.0;fri;61164.96
MediaMarkt;italy;EURO;0.0;509.0;50.0;sun;0.0
MediaMarkt;italy;EURO;952.0;598.0;10.0;wed;56878.62
MediaMarkt;germany;EURO;621.0;14.0;12.0;tue;50491.32
MediaMarkt;spain;EURO;1542.0;142.0;15.0;fri;55328.8
Saturn;greece;EURO;3487.0;251.0;49.0;fri;80386.35
Saturn;germany;EURO;521.0;17.0;19.0;thu;53702.98
Saturn;spain;EURO;332.0;187.0;49.0;mon;56137.51
Saturn;spain;EURO;493.0;108.0;41.0;tue;52510.49
MediaMarkt;austria;EURO;1384.0;334.0;19.0;wed;60118.74
MediaMarkt;spain;EURO;521.0;106.0;40.0;tue;58628.1
Saturn;netherlands;EURO;0.0;698.0;45.0;sun;0.0
MediaMarkt;italy;EURO;1469.0;530.0;14.0;wed;64887.85
MediaMarkt;germany;EURO;2111.0;52.0;49.0;wed;75624.09
MediaMarkt;germany;EURO;190.0;52.0;8.0;mon;54604.63
Saturn;greece;EURO;374.0;298.0;17.0;thu;59592.3
Saturn;spain;EURO;544.0;112.0;12.0;tue;58646.86
MediaMarkt;italy;EURO;0.0;551.0;2.0;sun;0.0
MediaMarkt;italy;EURO;1498.0;598.0;39.0;wed;63322.15
MediaMarkt;spain;EURO;392.0;142.0;9.0;thu;53926.46
MediaMarkt;italy;EURO;2067.0;555.0;44.0;fri;57793.69
MediaMarkt;austria;EURO;372.0;363.0;5.0;mon;60959.26
Saturn;germany;EURO;1047.0;17.0;7.0;wed;68102.42
MediaMarkt;germany;EURO;517.0;59.0;48.0;tue;56104.98
MediaMarkt;germany;EURO;0.0;70.0;16.0;sun;0.0
MediaMarkt;netherlands;EURO;557.0;652.0;3.0;thu;56086.29
MediaMarkt;switzerland;CHF;291.0;408.0;35.0;tue;55346.08
MediaMarkt;netherlands;EURO;0.0;694.0;7.0;sun;0.0
MediaMarkt;switzerland;CHF;0.0;477.0;19.0;sun;0.0
MediaMarkt;germany;EURO;1757.0;56.0;30.0;fri;56272.43
Saturn;spain;EURO;509.0;187.0;8.0;thu;59601.59
Saturn;germany;EURO;2927.0;51.0;4.0;sat;66444.65
Saturn;netherlands;EURO;594.0;601.0;46.0;tue;47673.88
Saturn;germany;EURO;448.0;86.0;2.0;thu;51576.03
MediaMarkt;germany;EURO;487.0;97.0;36.0;tue;55129.63
Saturn;greece;EURO;184.0;298.0;34.0;mon;58351.21
Saturn;austria;EURO;2407.0;333.0;32.0;sat;62491.62
MediaMarkt;italy;EURO;2675.0;509.0;14.0;sat;81774.73
Saturn;austria;EURO;565.0;333.0;45.0;tue;49250.91
MediaMarkt;austria;EURO;429.0;339.0;37.0;thu;58567.19
MediaMarkt;germany;EURO;352.0;59.0;16.0;mon;49069.64
Saturn;germany;EURO;1727.0;81.0;47.0;wed;68799.62
MediaMarkt;germany;EURO;1653.0;14.0;39.0;wed;68752.63
MediaMarkt;austria;EURO;1530.0;339.0;21.0;wed;65066.38
MediaMarkt;austria;EURO;0.0;342.0;47.0;sun;0.0
MediaMarkt;germany;EURO;314.0;70.0;42.0;mon;50477.67
MediaMarkt;germany;EURO;0.0;99.0;48.0;sun;0.0
Saturn;austria;EURO;389.0;301.0;14.0;mon;56002.71
MediaMarkt;italy;EURO;1618.0;598.0;15.0;wed;60458.12
MediaMarkt;spain;EURO;1479.0;164.0;25.0;sat;71277.7
MediaMarkt;greece;EURO;1420.0;234.0;37.0;wed;70795.56
MediaMarkt;germany;EURO;0.0;97.0;16.0;sun;0.0
MediaMarkt;switzerland;CHF;894.0;408.0;12.0;wed;61552.95
Saturn;austria;EURO;0.0;333.0;41.0;sun;0.0
MediaMarkt;germany;EURO;252.0;95.0;19.0;mon;51778.0
MediaMarkt;germany;EURO;1433.0;74.0;23.0;fri;54711.24
MediaMarkt;austria;EURO;1486.0;339.0;42.0;wed;70277.72
MediaMarkt;netherlands;EURO;247.0;608.0;19.0;mon;50623.05
MediaMarkt;netherlands;EURO;630.0;694.0;48.0;tue;49534.91
MediaMarkt;switzerland;CHF;456.0;408.0;9.0;thu;59276.07
Saturn;spain;EURO;449.0;112.0;35.0;thu;60994.94
MediaMarkt;germany;EURO;1489.0;99.0;38.0;wed;62749.08
MediaMarkt;germany;EURO;535.0;56.0;36.0;thu;55090.28
MediaMarkt;germany;EURO;2970.0;95.0;37.0;sat;81511.35
MediaMarkt;germany;EURO;791.0;56.0;52.0;thu;59538.53
MediaMarkt;germany;EURO;1196.0;97.0;44.0;wed;62577.43
MediaMarkt;switzerland;CHF;1253.0;408.0;22.0;wed;62725.44
MediaMarkt;italy;EURO;322.0;509.0;23.0;tue;54262.48
MediaMarkt;germany;EURO;1565.0;56.0;6.0;wed;58862.51
MediaMarkt;netherlands;EURO;0.0;608.0;29.0;sun;0.0
MediaMarkt;germany;EURO;2177.0;56.0;24.0;fri;53889.91
MediaMarkt;spain;EURO;1671.0;164.0;50.0;wed;59377.4
Saturn;spain;EURO;965.0;108.0;40.0;wed;63967.87
MediaMarkt;greece;EURO;451.0;222.0;27.0;thu;64006.49
MediaMarkt;spain;EURO;0.0;106.0;9.0;sun;0.0
Saturn;germany;EURO;325.0;51.0;11.0;thu;61673.91
MediaMarkt;greece;EURO;2291.0;234.0;12.0;fri;60421.01
Saturn;spain;EURO;495.0;187.0;50.0;thu;58106.92
MediaMarkt;germany;EURO;2580.0;70.0;47.0;fri;62974.21
MediaMarkt;germany;EURO;1613.0;59.0;3.0;fri;57409.19
MediaMarkt;italy;EURO;456.0;598.0;31.0;tue;61105.4
MediaMarkt;italy;EURO;638.0;551.0;20.0;tue;49422.93
MediaMarkt;greece;EURO;0.0;234.0;13.0;sun;0.0
MediaMarkt;italy;EURO;335.0;530.0;27.0;mon;54544.63
Saturn;austria;EURO;265.0;333.0;41.0;mon;55686.13
MediaMarkt;switzerland;CHF;1231.0;421.0;42.0;wed;65371.58
MediaMarkt;germany;EURO;453.0;56.0;36.0;tue;43535.44
Saturn;netherlands;EURO;0.0;601.0;26.0;sun;0.0
MediaMarkt;italy;EURO;293.0;530.0;5.0;mon;55544.55
MediaMarkt;germany;EURO;347.0;70.0;31.0;mon;55042.82
MediaMarkt;italy;EURO;447.0;509.0;10.0;tue;52174.84
Saturn;spain;EURO;1052.0;108.0;19.0;wed;62551.98
Saturn;netherlands;EURO;1348.0;698.0;40.0;wed;54507.98
Saturn;austria;EURO;1048.0;333.0;39.0;wed;55663.15
MediaMarkt;italy;EURO;0.0;551.0;40.0;sun;0.0
MediaMarkt;germany;EURO;1743.0;70.0;2.0;sat;65601.57
MediaMarkt;germany;EURO;3107.0;79.0;48.0;sat;74068.46
Saturn;spain;EURO;2204.0;187.0;47.0;wed;69488.22
MediaMarkt;italy;EURO;350.0;598.0;42.0;mon;51377.68
MediaMarkt;germany;EURO;0.0;56.0;19.0;sun;0.0
MediaMarkt;switzerland;CHF;658.0;477.0;50.0;thu;67077.79
Saturn;spain;EURO;383.0;187.0;12.0;tue;51904.92
MediaMarkt;italy;EURO;1242.0;555.0;42.0;wed;59941.07
MediaMarkt;germany;EURO;234.0;52.0;3.0;mon;52616.19
Saturn;germany;EURO;599.0;81.0;51.0;mon;62792.17
MediaMarkt;switzerland;CHF;215.0;421.0;32.0;mon;58545.09
MediaMarkt;spain;EURO;326.0;164.0;32.0;thu;59350.81
MediaMarkt;switzerland;CHF;562.0;477.0;47.0;tue;55976.75
MediaMarkt;germany;EURO;833.0;79.0;33.0;wed;66513.05
MediaMarkt;spain;EURO;2044.0;106.0;22.0;sat;68322.97
Saturn;netherlands;EURO;341.0;698.0;24.0;tue;59065.82
MediaMarkt;spain;EURO;0.0;100.0;20.0;sun;0.0
MediaMarkt;greece;EURO;374.0;234.0;15.0;thu;48865.94
Saturn;italy;EURO;0.0;588.0;49.0;sun;0.0
MediaMarkt;greece;EURO;514.0;240.0;21.0;tue;45780.82
Saturn;austria;EURO;0.0;301.0;14.0;sun;0.0
MediaMarkt;italy;EURO;2416.0;530.0;52.0;sat;69027.73
MediaMarkt;germany;EURO;0.0;14.0;20.0;sun;0.0
MediaMarkt;netherlands;EURO;595.0;645.0;7.0;thu;58002.07
Saturn;austria;EURO;435.0;301.0;11.0;tue;45140.88
MediaMarkt;netherlands;EURO;385.0;652.0;10.0;tue;57764.12
Saturn;netherlands;EURO;649.0;698.0;49.0;tue;49862.61
Saturn;italy;EURO;550.0;588.0;35.0;tue;62209.43
Saturn;austria;EURO;259.0;301.0;41.0;mon;57970.59
MediaMarkt;netherlands;EURO;290.0;694.0;39.0;mon;59368.26
MediaMarkt;netherlands;EURO;2134.0;694.0;22.0;sat;68975.29
MediaMarkt;spain;EURO;0.0;100.0;49.0;sun;0.0
MediaMarkt;germany;EURO;269.0;56.0;23.0;mon;51013.16
Saturn;germany;EURO;258.0;51.0;41.0;mon;53741.56
MediaMarkt;spain;EURO;1316.0;142.0;13.0;fri;49840.07
MediaMarkt;netherlands;EURO;1560.0;645.0;41.0;fri;58157.36
MediaMarkt;greece;EURO;2412.0;234.0;15.0;sat;66802.64
Saturn;austria;EURO;1100.0;333.0;32.0;wed;72596.73
MediaMarkt;germany;EURO;1360.0;70.0;34.0;wed;67834.79
MediaMarkt;netherlands;EURO;2235.0;645.0;28.0;sat;59891.79
Saturn;greece;EURO;2226.0;251.0;42.0;fri;63149.3
Saturn;italy;EURO;0.0;582.0;25.0;sun;0.0
MediaMarkt;austria;EURO;360.0;399.0;28.0;thu;61569.7
MediaMarkt;austria;EURO;679.0;399.0;50.0;thu;67006.34
MediaMarkt;spain;EURO;465.0;164.0;20.0;thu;67332.77
Saturn;greece;EURO;1144.0;298.0;30.0;wed;64660.62
MediaMarkt;greece;EURO;2864.0;234.0;33.0;sat;74339.12
Saturn;netherlands;EURO;369.0;601.0;3.0;tue;52934.99
MediaMarkt;greece;EURO;524.0;222.0;28.0;tue;54725.94
MediaMarkt;germany;EURO;1798.0;97.0;11.0;sat;67417.63
MediaMarkt;germany;EURO;0.0;59.0;14.0;sun;0.0
MediaMarkt;germany;EURO;293.0;79.0;38.0;mon;50315.49
Saturn;spain;EURO;1894.0;187.0;28.0;sat;67420.02
MediaMarkt;netherlands;EURO;1618.0;694.0;11.0;wed;64526.32
MediaMarkt;netherlands;EURO;1841.0;694.0;40.0;sat;77622.61
Saturn;germany;EURO;369.0;51.0;38.0;thu;50356.13
MediaMarkt;spain;EURO;396.0;164.0;29.0;mon;56756.8
MediaMarkt;germany;EURO;0.0;70.0;49.0;sun;0.0
MediaMarkt;netherlands;EURO;0.0;645.0;17.0;sun;0.0
MediaMarkt;italy;EURO;348.0;598.0;30.0;thu;55706.82
Saturn;netherlands;EURO;2687.0;601.0;15.0;sat;67929.38
Saturn;spain;EURO;374.0;112.0;45.0;tue;47548.75
MediaMarkt;spain;EURO;1544.0;164.0;42.0;fri;58645.7
Saturn;austria;EURO;0.0;333.0;45.0;sun;0.0
Saturn;germany;EURO;467.0;86.0;27.0;tue;55758.86
Saturn;netherlands;EURO;644.0;601.0;49.0;tue;59909.76
MediaMarkt;italy;EURO;2032.0;551.0;18.0;fri;61597.66
MediaMarkt;germany;EURO;282.0;97.0;28.0;tue;50218.9
Saturn;greece;EURO;1304.0;298.0;12.0;wed;60724.71
MediaMarkt;italy;EURO;281.0;598.0;28.0;mon;56366.72
Saturn;germany;EURO;1365.0;17.0;12.0;fri;48499.12
MediaMarkt;germany;EURO;0.0;74.0;36.0;sun;0.0
MediaMarkt;spain;EURO;1518.0;142.0;39.0;wed;65110.26
MediaMarkt;austria;EURO;1047.0;339.0;26.0;wed;61722.29
MediaMarkt;spain;EURO;2687.0;100.0;41.0;sat;76974.2
Saturn;spain;EURO;0.0;112.0;13.0;sun;0.0
MediaMarkt;austria;EURO;3137.0;339.0;50.0;sat;77538.97
MediaMarkt;germany;EURO;632.0;97.0;49.0;tue;55780.56
MediaMarkt;germany;EURO;577.0;52.0;5.0;tue;45006.15
MediaMarkt;germany;EURO;383.0;14.0;28.0;mon;46457.4
MediaMarkt;germany;EURO;0.0;99.0;25.0;sun;0.0
